Q1_intent,Q2_engine_start,Q2b_running_issue,Q3_sound,Q3b_electrical,Q4_noise_detail,Q7_overheat_detail,Q8_smoke_color,Q_brake_detail,Q_gear_detail,Q6_smells,Q5_lights,Q9_recent,recent_rain,parked_overnight,last_fueled,vehicle_make,fuel_type,service_type,source
WONT_START,CRANKS_NO_START,NOT_ASKED,NORMAL_CRANKING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,FUEL_SMELL,"[""NONE""]","[""HARD_START"", ""LOSS_OF_POWER""]",YESTERDAY,OUTDOOR,WITHIN_WEEK,Hyundai,PETROL,FUEL_PUMP,synthetic_template
WONT_START,CRANKS_NO_START,NOT_ASKED,NORMAL_CRANKING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE"", ""NONE""]","[""HARD_START"", ""LOSS_OF_POWER""]",WITHIN_3_DAYS,OUTDOOR,WITHIN_WEEK,Suzuki,PETROL,FUEL_PUMP,synthetic_template
WEIRD_BEHAVIOR,STARTS_BUT_ISSUE,STALLING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""NONE""]","[""LOSS_OF_POWER""]",YESTERDAY,INDOOR,OVER_WEEK,Honda,PETROL,FUEL_PUMP,synthetic_template
ENGINE_PROBLEM,CRANKS_NO_START,NOT_ASKED,NORMAL_CRANKING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE""]","[""HARD_START""]",WITHIN_3_DAYS,OUTDOOR,WITHIN_WEEK,Honda,HYBRID,FUEL_PUMP,synthetic_template
WONT_START,STARTS_BUT_ISSUE,NO_POWER,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""NONE""]","[""LOSS_OF_POWER""]",NONE,OUTDOOR,WITHIN_WEEK,Mitsubishi,DIESEL,FUEL_PUMP,synthetic_template
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE""]","[""HARD_START""]",YESTERDAY,OUTDOOR,WITHIN_WEEK,Hyundai,PETROL,FUEL_PUMP,synthetic_template
WEIRD_BEHAVIOR,STARTS_BUT_ISSUE,STALLING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""NONE""]","[""LOSS_OF_POWER""]",MONSOON,OUTDOOR,WITHIN_WEEK,Suzuki,PETROL,FUEL_PUMP,synthetic_template
ENGINE_PROBLEM,CRANKS_NO_START,NOT_ASKED,NORMAL_CRANKING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""NONE""]","[""LOSS_OF_POWER"", ""NO_SIGNS""]",WITHIN_3_DAYS,INDOOR,WITHIN_WEEK,Toyota,PETROL,FUEL_PUMP,synthetic_template
ENGINE_PROBLEM,CRANKS_NO_START,NOT_ASKED,NORMAL_CRANKING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE""]","[""HARD_START""]",NONE,INDOOR,OVER_WEEK,Honda,HYBRID,FUEL_PUMP,synthetic_template
ENGINE_PROBLEM,CRANKS_NO_START,NOT_ASKED,NORMAL_CRANKING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE""]","[""HARD_START""]",WITHIN_3_DAYS,OUTDOOR,TODAY_NEW_STATION,Honda,HYBRID,FUEL_PUMP,synthetic_template
WONT_START,CRANKS_NO_START,NOT_ASKED,NORMAL_CRANKING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE""]","[""HARD_START""]",WITHIN_3_DAYS,OUTDOOR,TODAY_USUAL,Nissan,DIESEL,FUEL_PUMP,synthetic_template
WONT_START,CRANKS_NO_START,NOT_ASKED,NORMAL_CRANKING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,FUEL_SMELL,"[""NONE""]","[""NO_SIGNS""]",MONSOON,INDOOR,TODAY_NEW_STATION,Mazda,PETROL,FUEL_PUMP,synthetic_template
WONT_START,CRANKS_NO_START,NOT_ASKED,NORMAL_CRANKING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,FUEL_SMELL,"[""NONE""]","[""HARD_START""]",MONSOON,OUTDOOR,TODAY_NEW_STATION,Suzuki,PETROL,FUEL_PUMP,synthetic_template
WONT_START,CRANKS_NO_START,NOT_ASKED,NORMAL_CRANKING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,FUEL_SMELL,"[""NONE""]","[""HARD_START"", ""LOSS_OF_POWER""]",NONE,OUTDOOR,WITHIN_WEEK,Kia,PETROL,FUEL_PUMP,synthetic_template
WONT_START,CRANKS_NO_START,NOT_ASKED,NORMAL_CRANKING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,FUEL_SMELL,"[""NONE""]","[""HARD_START""]",YESTERDAY,INDOOR,TODAY_NEW_STATION,Toyota,DIESEL,FUEL_PUMP,synthetic_template
WEIRD_BEHAVIOR,STARTS_BUT_ISSUE,STALLING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""NONE""]","[""LOSS_OF_POWER""]",NONE,INDOOR,TODAY_USUAL,Honda,HYBRID,FUEL_PUMP,synthetic_template
WONT_START,CRANKS_NO_START,NOT_ASKED,NORMAL_CRANKING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,FUEL_SMELL,"[""NONE""]","[""HARD_START"", ""LOSS_OF_POWER""]",WITHIN_3_DAYS,OUTDOOR,TODAY_NEW_STATION,Hyundai,PETROL,FUEL_PUMP,synthetic_template
WONT_START,STARTS_BUT_ISSUE,STALLING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""NONE""]","[""HARD_START"", ""LOSS_OF_POWER""]",MONSOON,OUTDOOR,TODAY_USUAL,Nissan,PETROL,FUEL_PUMP,synthetic_template
ENGINE_PROBLEM,CRANKS_NO_START,NOT_ASKED,NORMAL_CRANKING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,BURNING_ELECTRICAL,"[""CHECK_ENGINE"", ""NONE""]","[""HARD_START""]",WITHIN_3_DAYS,OUTDOOR,TODAY_NEW_STATION,Suzuki,PETROL,FUEL_PUMP,synthetic_template
WONT_START,STARTS_BUT_ISSUE,STALLING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,FUEL_SMELL,"[""CHECK_ENGINE"", ""NONE""]","[""HARD_START""]",NONE,OUTDOOR,TODAY_USUAL,Toyota,DIESEL,FUEL_PUMP,synthetic_template
WONT_START,STARTS_BUT_ISSUE,STALLING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""NONE""]","[""HARD_START"", ""LOSS_OF_POWER""]",NONE,INDOOR,WITHIN_WEEK,Toyota,PETROL,FUEL_PUMP,synthetic_template
WONT_START,STARTS_BUT_ISSUE,STALLING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""NONE""]","[""HARD_START"", ""LOSS_OF_POWER""]",MONSOON,OUTDOOR,WITHIN_WEEK,Mitsubishi,DIESEL,FUEL_PUMP,synthetic_template
ENGINE_PROBLEM,STARTS_BUT_ISSUE,NO_POWER,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE"", ""NONE""]","[""HARD_START""]",NONE,OUTDOOR,WITHIN_WEEK,Suzuki,PETROL,FUEL_PUMP,synthetic_template
ENGINE_PROBLEM,STARTS_BUT_ISSUE,NO_POWER,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE"", ""NONE""]","[""HARD_START""]",YESTERDAY,OUTDOOR,TODAY_USUAL,Kia,PETROL,FUEL_PUMP,synthetic_template
ENGINE_PROBLEM,CRANKS_NO_START,NOT_ASKED,NORMAL_CRANKING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,BURNING_ELECTRICAL,"[""CHECK_ENGINE"", ""NONE""]","[""HARD_START""]",MONSOON,INDOOR,WITHIN_WEEK,Honda,HYBRID,FUEL_PUMP,synthetic_template
WONT_START,CRANKS_NO_START,NOT_ASKED,NORMAL_CRANKING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE""]","[""HARD_START""]",YESTERDAY,OUTDOOR,WITHIN_WEEK,Toyota,HYBRID,FUEL_PUMP,synthetic_template
WONT_START,STARTS_BUT_ISSUE,STALLING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""NONE""]","[""HARD_START"", ""LOSS_OF_POWER""]",NONE,OUTDOOR,TODAY_NEW_STATION,Mazda,PETROL,FUEL_PUMP,synthetic_template
ENGINE_PROBLEM,STARTS_BUT_ISSUE,NO_POWER,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE"", ""NONE""]","[""HARD_START""]",NONE,OUTDOOR,TODAY_USUAL,Mitsubishi,DIESEL,FUEL_PUMP,synthetic_template
ENGINE_PROBLEM,CRANKS_NO_START,NOT_ASKED,NORMAL_CRANKING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,FUEL_SMELL,"[""CHECK_ENGINE"", ""NONE""]","[""LOSS_OF_POWER""]",NONE,OUTDOOR,WITHIN_WEEK,Mitsubishi,DIESEL,FUEL_PUMP,synthetic_template
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,SOME_LIGHTS_ON,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE""]","[""NO_SIGNS""]",WITHIN_3_DAYS,INDOOR,WITHIN_WEEK,Toyota,PETROL,HYDRO_LOCK,synthetic_template
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,SOME_LIGHTS_ON,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE""]","[""NO_SIGNS""]",MONSOON,OUTDOOR,OVER_WEEK,Suzuki,PETROL,HYDRO_LOCK,synthetic_template
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,SOME_LIGHTS_ON,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE""]","[""NO_SIGNS""]",WITHIN_3_DAYS,OUTDOOR,WITHIN_WEEK,Mitsubishi,DIESEL,HYDRO_LOCK,synthetic_template
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,SOME_LIGHTS_ON,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE""]","[""NO_SIGNS""]",WITHIN_3_DAYS,INDOOR,TODAY_USUAL,Toyota,HYBRID,HYDRO_LOCK,synthetic_template
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,SOME_LIGHTS_ON,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE""]","[""NO_SIGNS""]",NONE,INDOOR,WITHIN_WEEK,Hyundai,PETROL,HYDRO_LOCK,synthetic_template
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,SOME_LIGHTS_ON,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE""]","[""NO_SIGNS""]",WITHIN_3_DAYS,OUTDOOR,WITHIN_WEEK,Suzuki,PETROL,HYDRO_LOCK,synthetic_template
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,SOME_LIGHTS_ON,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE""]","[""NO_SIGNS""]",NONE,OUTDOOR,WITHIN_WEEK,Honda,HYBRID,HYDRO_LOCK,synthetic_template
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,SOME_LIGHTS_ON,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE""]","[""NO_SIGNS""]",WITHIN_3_DAYS,OUTDOOR,WITHIN_WEEK,Nissan,PETROL,HYDRO_LOCK,synthetic_template
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,SOME_LIGHTS_ON,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE""]","[""NO_SIGNS""]",NONE,OUTDOOR,WITHIN_WEEK,Suzuki,PETROL,HYDRO_LOCK,synthetic_template
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,SOME_LIGHTS_ON,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE""]","[""NO_SIGNS""]",YESTERDAY,OUTDOOR,WITHIN_WEEK,Hyundai,PETROL,HYDRO_LOCK,synthetic_template
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,SOME_LIGHTS_ON,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE""]","[""NO_SIGNS""]",NONE,INDOOR,TODAY_NEW_STATION,Mitsubishi,DIESEL,HYDRO_LOCK,synthetic_template
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,SOME_LIGHTS_ON,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE""]","[""NO_SIGNS""]",MONSOON,OUTDOOR,OVER_WEEK,Toyota,PETROL,HYDRO_LOCK,synthetic_template
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,SOME_LIGHTS_ON,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE""]","[""NO_SIGNS""]",NONE,OUTDOOR,TODAY_NEW_STATION,Suzuki,PETROL,HYDRO_LOCK,synthetic_template
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,SOME_LIGHTS_ON,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE""]","[""NO_SIGNS""]",NONE,INDOOR,WITHIN_WEEK,Mitsubishi,DIESEL,HYDRO_LOCK,synthetic_template
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,SOME_LIGHTS_ON,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE""]","[""NO_SIGNS""]",NONE,OUTDOOR,TODAY_NEW_STATION,Nissan,DIESEL,HYDRO_LOCK,synthetic_template
ENGINE_PROBLEM,CRANKS_NO_START,NOT_ASKED,NORMAL_CRANKING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,FUEL_SMELL,"[""CHECK_ENGINE""]","[""LOSS_OF_POWER""]",MONSOON,OUTDOOR,WITHIN_WEEK,Suzuki,PETROL,IGNITION_SYSTEM,synthetic_template
WONT_START,CRANKS_NO_START,NOT_ASKED,NORMAL_CRANKING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,FUEL_SMELL,"[""CHECK_ENGINE"", ""NONE""]","[""NO_SIGNS""]",WITHIN_3_DAYS,OUTDOOR,WITHIN_WEEK,Suzuki,PETROL,IGNITION_SYSTEM,synthetic_template
WONT_START,CRANKS_NO_START,NOT_ASKED,NORMAL_CRANKING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,FUEL_SMELL,"[""CHECK_ENGINE""]","[""UNUSUAL_NOISE""]",NONE,INDOOR,WITHIN_WEEK,Mazda,PETROL,IGNITION_SYSTEM,synthetic_template
ENGINE_PROBLEM,STARTS_BUT_ISSUE,NOISE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,BURNING_ELECTRICAL,"[""CHECK_ENGINE""]","[""NO_SIGNS""]",NONE,OUTDOOR,TODAY_USUAL,Toyota,PETROL,IGNITION_SYSTEM,synthetic_template
WONT_START,CRANKS_NO_START,NOT_ASKED,NORMAL_CRANKING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,FUEL_SMELL,"[""CHECK_ENGINE"", ""NONE""]","[""NO_SIGNS""]",MONSOON,OUTDOOR,WITHIN_WEEK,Toyota,HYBRID,IGNITION_SYSTEM,synthetic_template
WONT_START,CRANKS_NO_START,NOT_ASKED,NORMAL_CRANKING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,FUEL_SMELL,"[""CHECK_ENGINE""]","[""HARD_START""]",MONSOON,OUTDOOR,WITHIN_WEEK,Honda,HYBRID,IGNITION_SYSTEM,synthetic_template
WEIRD_BEHAVIOR,CRANKS_NO_START,NOT_ASKED,NORMAL_CRANKING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,BURNING_ELECTRICAL,"[""CHECK_ENGINE""]","[""LOSS_OF_POWER""]",NONE,INDOOR,TODAY_USUAL,Mitsubishi,DIESEL,IGNITION_SYSTEM,synthetic_template
ENGINE_PROBLEM,NO_CRANK,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,FUEL_SMELL,"[""CHECK_ENGINE""]","[""HARD_START"", ""LOSS_OF_POWER"", ""UNUSUAL_NOISE""]",NONE,OUTDOOR,OVER_WEEK,Suzuki,PETROL,IGNITION_SYSTEM,synthetic_template
ENGINE_PROBLEM,NO_CRANK,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,FUEL_SMELL,"[""CHECK_ENGINE""]","[""HARD_START"", ""LOSS_OF_POWER"", ""UNUSUAL_NOISE""]",NONE,OUTDOOR,WITHIN_WEEK,Nissan,PETROL,IGNITION_SYSTEM,synthetic_template
ENGINE_PROBLEM,NO_CRANK,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,FUEL_SMELL,"[""CHECK_ENGINE""]","[""HARD_START"", ""LOSS_OF_POWER"", ""UNUSUAL_NOISE""]",NONE,OUTDOOR,OVER_WEEK,Toyota,DIESEL,IGNITION_SYSTEM,synthetic_template
WONT_START,CRANKS_NO_START,NOT_ASKED,NORMAL_CRANKING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,FUEL_SMELL,"[""CHECK_ENGINE""]","[""HARD_START""]",WITHIN_3_DAYS,INDOOR,TODAY_USUAL,Toyota,HYBRID,IGNITION_SYSTEM,synthetic_template
WONT_START,CRANKS_NO_START,NOT_ASKED,NORMAL_CRANKING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,FUEL_SMELL,"[""CHECK_ENGINE""]","[""LOSS_OF_POWER""]",NONE,OUTDOOR,TODAY_NEW_STATION,Suzuki,PETROL,IGNITION_SYSTEM,synthetic_template
WONT_START,CRANKS_NO_START,NOT_ASKED,NORMAL_CRANKING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,BURNING_ELECTRICAL,"[""CHECK_ENGINE""]","[""LOSS_OF_POWER"", ""UNUSUAL_NOISE""]",YESTERDAY,OUTDOOR,WITHIN_WEEK,Suzuki,PETROL,IGNITION_SYSTEM,synthetic_template
WONT_START,CRANKS_NO_START,NOT_ASKED,NORMAL_CRANKING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,FUEL_SMELL,"[""CHECK_ENGINE"", ""NONE""]","[""NO_SIGNS""]",NONE,OUTDOOR,WITHIN_WEEK,Mazda,DIESEL,IGNITION_SYSTEM,synthetic_template
ENGINE_PROBLEM,CRANKS_NO_START,NOT_ASKED,NORMAL_CRANKING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,FUEL_SMELL,"[""CHECK_ENGINE""]","[""UNUSUAL_NOISE""]",NONE,OUTDOOR,OVER_WEEK,Mazda,PETROL,IGNITION_SYSTEM,synthetic_template
WONT_START,CRANKS_NO_START,NOT_ASKED,NORMAL_CRANKING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,BURNING_ELECTRICAL,"[""CHECK_ENGINE""]","[""LOSS_OF_POWER""]",NONE,OUTDOOR,TODAY_USUAL,Honda,HYBRID,IGNITION_SYSTEM,synthetic_template
ENGINE_PROBLEM,NO_CRANK,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,FUEL_SMELL,"[""CHECK_ENGINE""]","[""LOSS_OF_POWER"", ""UNUSUAL_NOISE""]",NONE,INDOOR,TODAY_USUAL,Hyundai,PETROL,IGNITION_SYSTEM,synthetic_template
WONT_START,CRANKS_NO_START,NOT_ASKED,NORMAL_CRANKING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,BURNING_ELECTRICAL,"[""CHECK_ENGINE""]","[""LOSS_OF_POWER"", ""UNUSUAL_NOISE""]",MONSOON,OUTDOOR,WITHIN_WEEK,Honda,HYBRID,IGNITION_SYSTEM,synthetic_template
WONT_START,CRANKS_NO_START,NOT_ASKED,NORMAL_CRANKING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,FUEL_SMELL,"[""CHECK_ENGINE""]","[""UNUSUAL_NOISE""]",NONE,OUTDOOR,TODAY_USUAL,Toyota,PETROL,IGNITION_SYSTEM,synthetic_template
WONT_START,CRANKS_NO_START,NOT_ASKED,NORMAL_CRANKING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,FUEL_SMELL,"[""CHECK_ENGINE"", ""NONE""]","[""NO_SIGNS""]",YESTERDAY,INDOOR,TODAY_NEW_STATION,Suzuki,PETROL,IGNITION_SYSTEM,synthetic_template
WONT_START,STARTS_BUT_ISSUE,STALLING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE""]","[""HARD_START""]",NONE,INDOOR,WITHIN_WEEK,Toyota,PETROL,IGNITION_SYSTEM,synthetic_template
ENGINE_PROBLEM,STARTS_BUT_ISSUE,NO_POWER,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,BURNING_ELECTRICAL,"[""NONE""]","[""LOSS_OF_POWER"", ""UNUSUAL_NOISE""]",NONE,INDOOR,WITHIN_WEEK,Toyota,DIESEL,IGNITION_SYSTEM,synthetic_template
WONT_START,STARTS_BUT_ISSUE,NOISE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,FUEL_SMELL,"[""CHECK_ENGINE""]","[""NO_SIGNS""]",MONSOON,OUTDOOR,OVER_WEEK,Mitsubishi,PETROL,IGNITION_SYSTEM,synthetic_template
ENGINE_PROBLEM,NO_CRANK,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,FUEL_SMELL,"[""CHECK_ENGINE""]","[""HARD_START"", ""LOSS_OF_POWER"", ""UNUSUAL_NOISE""]",WITHIN_3_DAYS,INDOOR,WITHIN_WEEK,Mazda,PETROL,IGNITION_SYSTEM,synthetic_template
ENGINE_PROBLEM,NO_CRANK,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,FUEL_SMELL,"[""CHECK_ENGINE""]","[""HARD_START"", ""LOSS_OF_POWER"", ""UNUSUAL_NOISE""]",WITHIN_3_DAYS,OUTDOOR,OVER_WEEK,Honda,HYBRID,IGNITION_SYSTEM,synthetic_template
WONT_START,STARTS_BUT_ISSUE,NOISE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,FUEL_SMELL,"[""CHECK_ENGINE""]","[""NO_SIGNS""]",NONE,OUTDOOR,TODAY_USUAL,Mitsubishi,DIESEL,IGNITION_SYSTEM,synthetic_template
WONT_START,CRANKS_NO_START,NOT_ASKED,NORMAL_CRANKING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,FUEL_SMELL,"[""CHECK_ENGINE"", ""NONE""]","[""NO_SIGNS""]",NONE,INDOOR,WITHIN_WEEK,Toyota,PETROL,IGNITION_SYSTEM,synthetic_template
WONT_START,STARTS_BUT_ISSUE,STALLING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE""]","[""HARD_START""]",WITHIN_3_DAYS,OUTDOOR,WITHIN_WEEK,Honda,HYBRID,IGNITION_SYSTEM,synthetic_template
